,input_words,predicted_label,gold_label
223,"['Very', 'bizarre', 'atmosphere', 'with', 'a', 'broken', 'jacuzzi', 'under', 'the', 'steps', 'bizarre', 'statutes', 'every', 'where', 'Went', 'there', 'for', 'a', 'lunch', 'Service', 'was', 'slow', 'despite', 'us', 'being', 'the', 'only', 'customers', 'there', 'Had', 'the', 'crab', 'cake', 'sandwich', 'which', 'looked', 'like', 'a', 'burger', 'burnt', 'all', 'the', 'way', 'Family', 'had', 'the', 'fish', 'sandwich', 'which', 'they', 'said', 'was', 'excellent', 'Might', 'give', 'it', 'another', 'shot']",1,2
224,"['OK', 'the', 'food', 'tasted', 'good', 'Aside', 'from', 'that', 'I', 'have', 'to', 'say', 'I', 'was', 'pretty', 'disappointed', 'Overpriced', 'small', 'portions', 'It', 'was', 'more', 'like', 'a', 'tapas', 'bar', 'with', 'the', 'portions', 'they', 'served', 'But', 'at', 'an', 'average', 'price', 'of', '25', 'per', 'plate', 'you', 'really', 'couldnt', 'be', 'more', 'disappointed', 'Yes', 'I', 'already', 'said', 'that', 'but', 'we', 'were', 'My', 'date', 'had', 'the', 'seafood', 'dish', 'with', 'shrimp', 'calamari', 'and', 'fish', 'There', 'were', '3', 'pieces', 'of', 'shrimp', 'in', 'the', 'dish', 'and', 'they', 'were', 'those', 'small', 'cheap', 'ones', 'not', 'even', 'jumbo', 'shrimp', 'Un', 'effen', 'real', 'for', '25', 'Both', 'the', 'red', 'meat', 'dishes', 'venison', 'and', 'something', 'else', 'beef', 'I', 'think', 'were', 'not', 'available', 'so', 'I', 'went', 'with', 'what', 'was', 'itwell', 'it', 'was', 'so', 'uneventful', 'that', 'I', 'cant', 'even', 'remember', 'What', 'ever', 'it', 'was', 'it', 'was', 'small', 'and', 'unsatisfying', 'The', 'waiter', 'threw', 'in', 'a', 'free', 'dessert', 'because', 'we', 'were', 'so', 'pissed', 'but', 'even', 'that', 'sucked', 'Mango', 'cheesecake', 'not', 'good', 'Mediocre', 'decor', 'Good', 'music', 'though', 'You', 'cant', 'even', 'open', 'the', 'menu', 'on', 'the', 'website', 'which', 'I', 'just', 'tried', 'to', 'do', 'so', 'I', 'could', 'tell', 'you', 'about', 'what', 'I', 'ate', 'but', 'I', 'couldnt', 'even', 'open', 'it', 'Hello', 'Simplify', 'We', 'were', 'both', 'hungry', 'when', 'we', 'left', 'Nuff', 'said']",0,1
225,"['Enjoyed', 'happy', 'hour', 'today', '350', 'pint', 'of', 'Kiltlifter', 'Four', 'Peaks', 'Scottish', 'ale', 'offering', 'and', '1300', 'for', 'Taproom', 'Tenderloin', 'one', 'of', 'my', 'gotos', 'here', 'Really', 'need', 'to', 'check', 'out', 'brewerys', 'Tempe', 'location', 'on', '8th', 'St', 'to', 'see', 'if', 'its', 'just', 'as', 'good', 'Server', 'Steve', 'was', 'cool', 'and', 'amiable', 'Just', 'wish', 'takeout', 'portions', 'were', 'just', 'as', 'substantial', 'as', 'those', 'when', 'dining', 'in']",1,2
226,"['Sadly', 'I', 'did', 'not', 'love', 'Love', 'I', 'wanted', 'to', 'It', 'was', 'a', 'great', 'concept', 'but', 'you', 'know', 'should', 'very', 'odd', 'French', 'Canadians', 'really', 'be', 'let', 'loose', 'on', 'the', 'Beatles', 'song', 'book', 'You', 'tell', 'me', 'It', 'was', 'totally', 'RANDOM', 'man', 'Better', 'vibe', 'for', 'like', 'Pink', 'Floyd', 'or', 'Queen', 'The', 'opening', 'number', 'was', 'GREAT', 'electrifying', 'cleverly', 'liveconcert', 'like', 'and', 'then', 'things', 'fell', 'apart', 'from', 'there', 'Hypocritically', 'I', 'thought', 'they', 'could', 'do', 'MORE', 'The', 'middle', 'sagged', 'unlike', 'the', 'zeropercentbodyfat', 'performers', 'And', 'then', 'the', 'scene', 'grew', 'dark', 'There', 'was', 'a', 'war', 'in', 'the', 'middle', 'for', 'the', 'love', 'of', 'Ringo', 'The', 'only', 'memorable', 'and', 'new', 'thing', 'I', 'saw', 'was', 'the', 'trampoline', 'bit', 'Dare', 'I', 'say', 'it', 'Could', 'it', 'be', 'that', 'Cirque', 'du', 'Soleil', 'is', 'overdone', 'Spread', 'too', 'thin', 'They', 'only', 'have', 'a', 'different', 'show', 'at', 'every', 'single', 'casino', 'Could', 'it', 'be', 'that', 'I', 'know', 'its', 'damn', 'near', 'unAmerican', 'to', 'say', 'it', 'that', 'Cirque', 'du', 'Soleil', 'is', 'totally', 'played', 'out', 'at', 'this', 'point', 'Anyone', 'else', 'had', 'enough', 'of', 'Cirque', 'Its', 'the', 'Will', 'Ferrell', 'of', 'circuses']",0,2
227,"['I', 'was', 'considering', 'joining', 'until', 'I', 'found', 'out', 'that', 'the', 'club', 'is', 'run', 'by', 'rightwing', 'conservatives', 'who', 'dont', 'hesitate', 'to', 'push', 'their', 'agenda', 'I', 'thought', 'I', 'was', 'going', 'to', 'join', 'a', 'club', 'for', 'Italians', 'and', 'Italophiles', 'not', 'a', 'political', 'party', 'So', 'if', 'you', 'love', 'Arpaio', 'and', 'Trump', 'you', 'will', 'be', 'welcome', 'here', 'If', 'you', 'dont', 'or', 'if', 'you', 'just', 'dont', 'really', 'want', 'to', 'be', 'bothered', 'by', 'politics', 'this', 'is', 'not', 'the', 'place', 'for', 'you', 'Either', 'that', 'or', 'join', 'but', 'STFU', 'if', 'you', 'disagree', 'with', 'the', 'partisan', 'politics', 'of', 'the', 'people', 'running', 'it', 'and', 'the', 'longtimers', 'It', 'is', 'certainly', 'their', 'right', 'to', 'express', 'their', 'views', 'its', 'a', 'private', 'club', 'after', 'all', 'Its', 'just', 'disappointing', 'that', 'they', 'cant', 'keep', 'that', 'garbage', 'at', 'home']",1,0
228,"['What', 'the', 'heck', 'I', 'aint', 'coming', 'back', 'so', 'might', 'as', 'well', 'put', 'em', 'on', 'blast', 'I', 'was', 'pretty', 'excited', 'to', 'have', 'a', 'pedi', 'date', 'with', 'both', 'JWoW', 'and', 'Kaziface', 'because', 'it', 'had', 'been', 'a', 'hot', 'minute', 'since', 'I', 'had', 'my', 'toes', 'worked', 'on', 'and', 'my', 'previous', 'pedi', 'didnt', 'even', 'last', '3', 'months', 'First', 'thing', 'I', 'noticed', 'was', 'a', 'relatively', 'small', 'waiting', 'area', '3', 'seats', 'and', 'J', 'pointed', 'out', 'a', 'limited', 'wall', 'of', 'polish', 'color', 'We', 'were', 'escorted', 'back', 'to', 'our', 'awaiting', 'chairs', 'prior', 'to', 'our', 'reservation', 'time', 'as', 'to', 'free', 'up', '2', 'of', 'the', '3', 'chairs', 'in', 'the', 'waiting', 'room', 'I', 'did', 'like', 'the', 'fiber', 'optic', 'light', 'changing', 'color', 'in', 'the', 'basin', 'of', 'the', 'chair', 'Outside', 'of', 'the', 'paraffin', 'thats', 'about', 'all', 'I', 'enjoyed', 'during', 'my', 'stay', 'at', 'Chez', 'Chemical', 'Burn', 'Yes', 'I', 'opted', 'for', 'the', 'callous', 'and', 'yes', 'both', 'my', 'feet', 'felt', 'the', 'effects', 'of', 'fiery', 'acid', 'melting', 'away', 'the', 'healthy', 'skin', 'with', 'the', 'dead', 'which', 'stressed', 'me', 'out', 'and', 'as', 'we', 'all', 'know', 'stress', 'is', 'very', 'damaging', 'to', 'the', 'epidermis', 'Unlike', 'my', 'first', 'chemical', 'burn', 'I', 'knew', 'it', 'was', 'only', 'going', 'to', 'keep', 'burning', 'worse', 'so', 'I', 'immediately', 'let', 'the', 'tech', 'know', 'and', 'she', 'quickly', 'rinsed', 'the', 'acid', 'off', 'and', 'hit', 'me', 'with', 'a', 'sugar', 'scrub', 'The', 'pedicure', 'seemed', 'to', 'fly', 'by', 'and', 'before', 'I', 'knew', 'it', 'the', 'tech', 'was', 'standing', 'to', 'my', 'right', 'giving', 'me', 'what', 'appeared', 'to', 'be', 'a', 'massage', 'Not', 'really', 'sure', 'though', 'Like', 'I', 'said', 'the', 'paraffin', 'was', 'enjoyable', 'and', 'I', 'opted', 'for', 'some', 'Minions', 'nail', 'art', 'which', 'wasnt', 'sealed', 'with', 'a', 'top', 'coat', 'and', 'thus', 'ruined', 'less', 'than', '18', 'hours', 'later', 'at', 'the', 'water', 'park', 'The', 'dream', 'team', 'did', 'manage', 'to', 'take', 'some', 'super', 'cute', 'pix', 'before', 'bouncing', 'L8r', 'dayz', 'Biagio']",2,1
229,"['Gross', 'Terrible', 'service', 'Untrained', 'and', 'lazy', 'employees', 'Someone', 'call', 'the', 'owners', 'on', 'this', 'location', 'Wack', 'as', 'hell', 'experience', 'Couldnt', 'eat', 'the', 'food', 'Inedible']",1,0
230,"['So', 'what', 'does', 'having', 'your', 'register', 'system', 'updating', 'have', 'to', 'do', 'with', 'making', 'a', 'sandwich', 'They', 'cant', 'make', 'a', 'sandwich', 'will', 'its', 'updating', 'Apparently', 'not', 'Second', 'time', 'Ive', 'had', 'bad', 'service', 'here']",1,0
231,"['Went', 'on', 'a', 'random', 'Thursday', 'night', 'It', 'seems', 'like', 'the', 'owners', 'have', 'a', 'stake', 'in', 'all', 'of', 'the', 'restaurantsbars', 'in', 'the', 'same', 'shopping', 'center', 'Didnt', 'realize', 'how', 'cute', 'the', 'outside', 'patio', 'was', 'or', 'I', 'would', 'have', 'chosen', 'to', 'sit', 'there', 'Ordered', 'calamari', 'appetizer', 'best', 'part', 'of', 'the', 'meal', 'Entree', 'seafood', 'manicotti', 'I', 'try', 'to', 'stray', 'away', 'from', 'fish', 'with', 'cheese', 'but', 'this', 'was', 'really', 'the', 'fish', 'tasted', 'fresh', 'and', 'i', 'did', 'not', 'feel', 'disgustingly', 'full', 'after', 'Overall', 'a', 'nice', 'little', 'italian', 'place', 'but', 'nothing', 'to', 'go', 'home', 'bragging', 'about']",0,2
232,"['Although', 'the', 'ambiance', 'was', 'nice', 'the', 'food', 'and', 'price', 'were', 'very', 'disappointing', 'I', 'ordered', 'the', 'ham', 'croquettes', 'and', 'these', 'were', 'more', 'like', 'mozzarella', 'sticks', 'as', 'far', 'as', 'texture', 'They', 'were', 'a', 'bit', 'runny', 'on', 'the', 'inside', 'and', 'for', '1200', 'you', 'get', '4', 'tiny', 'ones', 'I', 'found', 'it', 'expensive', 'Next', 'i', 'had', 'the', 'risotto', 'this', 'was', 'a', 'bit', 'aldente', 'in', 'texture', 'It', 'was', 'not', 'as', 'creamy', 'as', 'a', 'risotto', 'should', 'be', 'My', 'husband', 'ordered', 'the', 'fish', 'soup', 'and', 'it', 'was', 'semi', 'ok', 'I', 'know', 'it', 'may', 'sound', 'crazy', 'but', 'it', 'was', 'too', 'fishy', 'It', 'needed', 'a', 'balance', 'like', 'maybe', 'a', 'bit', 'of', 'cream', 'The', 'only', 'thing', 'we', 'ordered', 'that', 'might', 'have', 'saved', 'the', 'food', 'was', 'the', 'choripan', 'This', 'was', 'delicious', 'and', 'the', 'chorizo', 'was', 'very', 'tasty', 'I', 'willnot', 'be', 'back', 'to', 'thos', 'place', 'as', 'i', 'feel', 'is', 'expensive', 'for', 'what', 'you', 'get']",0,1
233,"['I', 'would', 'not', 'go', 'here', 'again', 'There', 'is', 'definitely', 'an', 'issue', 'with', 'the', 'processing', 'of', 'paperwork', 'I', 'traded', 'in', 'my', 'Jeep', 'Grand', 'Cherokee', 'for', 'a', 'used', 'vehicle', 'on', 'their', 'lot', 'a', 'beautiful', 'Land', 'Rover', 'Discovery', 'series', 'It', 'took', 'so', 'long', 'to', 'receive', 'the', 'new', 'vehicle', 'registration', 'that', 'I', 'was', 'driving', 'around', 'with', 'an', 'expired', 'temporary', 'tag', 'for', 'about', 'a', 'week', 'until', 'it', 'finally', 'arrived', 'Today', 'I', 'received', 'a', 'notice', 'from', 'Arizona', 'Motor', 'Vehicle', '2', 'months', 'after', 'my', 'purchase', 'telling', 'me', 'that', 'the', 'plates', 'on', 'the', 'Jeep', 'were', 'expired', 'and', 'that', 'I', 'may', 'be', 'subject', 'to', 'fines', 'and', 'tickets', 'Note', 'that', 'I', 'had', 'a', 'personalized', 'plates', 'which', 'I', 'paid', 'a', 'significant', 'amount', 'of', 'money', 'for', 'on', 'my', 'Jeep', 'and', 'it', 'was', 'supposed', 'to', 'transfer', 'over', 'to', 'the', 'Land', 'Rover', 'however', 'the', 'paperwork', 'was', 'not', 'completed', 'properly', 'and', 'that', 'did', 'not', 'happen', 'I', 'let', 'that', 'go', 'and', 'just', 'put', 'the', 'new', 'plate', 'that', 'I', 'finally', 'received', 'on', 'the', 'Land', 'Rover', 'After', 'receiving', 'the', 'notice', 'from', 'Motor', 'Vehicle', 'today', 'stating', 'that', 'the', 'plates', 'were', 'expired', 'I', 'had', 'to', 'go', 'onto', 'the', 'website', 'myself', 'and', 'complete', 'a', 'sold', 'form', 'online', 'That', 'should', 'have', 'been', 'handled', 'two', 'months', 'ago', 'at', 'the', 'dealership', 'but', 'it', 'was', 'not', 'I', 'had', 'one', 'person', 'there', 'CJ', 'in', 'Finance', 'who', 'has', 'tried', 'to', 'help', 'me', 'over', 'the', 'last', 'couple', 'months', 'with', 'these', 'issues', 'I', 'do', 'thank', 'him', 'for', 'that', 'It', 'seems', 'however', 'that', 'whomever', 'completes', 'the', 'paperwork', 'is', 'not', 'doing', 'it', 'correctly', 'They', 'are', 'not', 'getting', 'it', 'done', 'timely', 'It', 'is', 'very', 'discouraging', 'to', 'see', 'the', 'lack', 'of', 'attention', 'to', 'detail', 'especially', 'after', 'purchasing', 'such', 'a', 'high', 'end', 'vehicle', 'from', 'this', 'dealership']",0,1
234,"['the', 'cheesecake', 'is', 'definitely', 'good', 'like', 'a', 'spongey', 'notoverlysweet', 'american', 'cheesecake', 'the', 'valueformoney', 'isnt', 'too', 'bad', 'either', 'however', 'theres', 'a', 'valuefortime', 'component', 'that', 'differs', 'for', 'each', 'person', 'but', 'should', 'be', 'factored', 'in', 'my', 'personal', 'rating', '1', 'star', 'if', 'youve', 'to', 'wait', 'more', 'than', '45', 'minutes', 'which', 'is', 'typical', '2', 'stars', 'if', 'you', 'have', 'to', 'wait', '30', 'minutes', 'which', 'is', 'rare', '3', 'stars', 'if', 'you', 'have', 'to', 'wait', '15', 'minutes', '4', 'stars', 'if', 'theres', 'no', 'line', 'which', 'has', 'probably', 'never', 'happened']",0,2
235,"['Good', 'selection', 'Prices', 'OK', 'Service', 'not', 'so', 'much', 'Wife', 'and', 'I', 'were', 'in', 'there', 'and', 'felt', 'like', 'we', 'were', 'interrupting', 'an', 'XBox', 'tournament', 'the', 'guy', 'was', 'having', 'with', 'his', 'buddies', 'Were', 'relatively', 'new', 'to', 'vaping', 'and', 'were', 'hoping', 'for', 'a', 'better', 'experience', 'Just', 'cuz', 'were', 'not', '25', 'and', 'tatted', 'and', 'pierced', 'doesnt', 'mean', 'we', 'wont', 'be', 'great', 'customers']",0,1
236,"['Terrible', 'experience', 'with', 'this', 'company', 'Move', 'was', 'on', 'August', '3rd', 'and', 'I', 'am', 'still', 'waiting', 'to', 'be', 'contacted', 'by', 'local', 'or', 'corporate', 'office', 'about', 'my', 'damaged', 'dresser', 'I', 'never', 'received', 'premove', 'paperwork', 'and', 'was', 'surprised', 'to', 'learn', 'the', 'day', 'of', 'the', 'move', 'about', 'packaging', 'instructions', 'and', 'what', 'can', 'and', 'cannot', 'be', 'moved', 'which', 'I', 'had', 'specifically', 'asked', 'about', 'in', 'several', 'phone', 'calls', 'to', 'the', 'office', '3', 'men', 'completed', 'the', 'move', '1', 'out', 'of', 'the', '3', 'had', 'absolutely', 'no', 'business', 'being', 'employed', 'by', 'a', 'moving', 'company', 'dealing', 'with', 'furniture', 'or', 'heavy', 'objects', 'He', 'struggled', 'with', 'my', 'dresser', 'and', 'several', 'times', 'I', 'instinctually', 'stepped', 'toward', 'him', 'because', 'it', 'looked', 'like', 'he', 'was', 'going', 'to', 'fall', 'andor', 'drop', 'the', 'dresser', 'completely', 'He', 'rested', 'the', 'dresser', 'on', 'a', 'stair', 'while', 'they', 'tried', 'to', 'get', 'it', 'up', 'the', 'stairwell', 'These', 'rests', 'caused', 'several', 'punctures', 'in', 'the', 'back', 'of', 'the', 'dresser', 'because', 'it', 'was', 'banging', 'into', 'the', 'top', 'of', 'the', 'landing', 'banister', 'each', 'time', 'At', 'the', 'end', 'of', 'the', 'move', 'I', 'sat', 'down', 'with', 'the', 'guy', 'who', 'was', 'in', 'charge', 'and', 'gave', 'him', 'the', 'necessary', 'information', 'for', 'the', 'damage', 'claim', 'After', 'this', 'was', 'done', 'another', 'guy', 'started', 'to', 'fill', 'out', 'the', 'rest', 'of', 'the', 'paperwork', 'and', 'add', 'up', 'the', 'time', 'and', 'cost', 'for', 'the', 'job', 'This', 'took', 'several', 'minutes', 'and', 'he', 'did', 'all', 'of', 'the', 'calculations', 'without', 'a', 'calculator', 'and', 'had', 'to', 'review', 'the', 'numbers', 'several', 'times', 'He', 'then', 'told', 'us', 'we', 'were', 'being', 'charged', 'for', 'an', 'additional', '15', 'minutes', 'because', 'the', 'move', 'was', 'estimated', 'for', '3', 'hours', '930am', '1230pm', 'and', 'he', 'did', 'not', 'finish', 'the', 'paperwork', 'until', '1232pm', 'After', 'the', 'paperwork', 'was', 'done', 'they', 'returned', 'to', 'the', 'truck', 'and', 'I', 'walked', 'upstairs', 'to', 'further', 'inspect', 'my', 'dresser', 'and', 'saw', 'that', 'the', 'boxspring', 'that', 'was', 'supposed', 'to', 'be', 'on', 'the', 'bed', 'was', 'in', 'the', 'wrong', 'room', 'and', 'the', 'other', 'boxspring', 'was', 'resting', 'against', 'a', 'dresser', 'and', 'the', 'mattress', 'resting', 'against', 'the', 'wall', 'I', 'moved', 'the', 'boxspring', 'into', 'the', 'correct', 'room', 'and', 'placed', 'the', 'mattress', 'on', 'the', 'boxspring', 'and', 'then', 'noticed', 'a', 'block', 'of', 'wood', 'part', 'of', 'the', 'bed', 'frame', 'sitting', 'on', 'the', 'floor', 'I', 'ran', 'outside', 'and', 'luckily', 'the', 'truck', 'was', 'still', 'there', 'and', 'asked', 'them', 'to', 'return', 'to', 'finish', 'putting', 'together', 'the', 'frame', 'First', 'they', 'said', 'it', 'had', 'come', 'from', 'somewhere', 'else', 'and', 'then', 'when', 'we', 'pointed', 'out', 'that', 'there', 'was', 'an', 'identical', 'piece', 'on', 'the', 'other', 'side', 'they', 'put', 'it', 'together', 'to', 'include', 'this', 'piece', 'I', 'was', 'told', 'I', 'would', 'be', 'contacted', 'to', 'arrange', 'a', 'time', 'for', 'someone', 'to', 'look', 'at', 'the', 'dresser', 'in', 'order', 'to', 'replace', 'the', 'back', 'panel', 'I', 'did', 'not', 'hear', 'from', 'them', 'for', 'a', 'week', 'and', 'then', 'called', 'and', 'was', 'given', 'the', 'number', 'of', 'their', 'wood', 'worker', 'I', 'called', 'him', 'and', 'left', 'a', 'message', 'I', 'didnt', 'hear', 'back', 'and', 'called', 'the', 'main', 'office', 'again', 'and', 'told', 'them', 'I', 'had', 'left', 'him', 'a', 'message', 'and', 'not', 'heard', 'back', 'They', 'said', 'they', 'would', 'follow', 'up', 'I', 'did', 'not', 'hear', 'from', 'them', 'again', 'and', 'finally', 'called', 'the', 'corporate', 'office', 'I', 'was', 'reassured', 'that', 'they', 'would', 'follow', 'up', 'with', 'the', 'local', 'office', 'and', 'I', 'should', 'hear', 'from', 'someone', 'shortly', 'After', 'several', 'days', 'I', 'called', 'back', 'to', 'the', 'corporate', 'office', 'and', 'she', 'looked', 'up', 'my', 'information', 'and', 'said', 'that', 'she', 'had', 'never', 'heard', 'back', 'from', 'the', 'local', 'office', 'She', 'also', 'did', 'not', 'think', 'to', 'contact', 'them', 'again', 'or', 'reach', 'out', 'to', 'me', 'Maybe', 'next', 'month', 'someone', 'will', 'actually', 'come', 'out', 'to', 'look', 'at', 'the', 'dresser', 'and', 'by', 'next', 'year', 'it', 'will', 'be', 'repaired', 'I', 'wont', 'hold', 'my', 'breath']",1,0
237,"['I', 'cant', 'tell', 'you', 'how', 'many', 'times', 'I', 'have', 'driven', 'past', 'Jakes', 'and', 'had', 'no', 'idea', 'that', 'it', 'was', 'even', 'a', 'restaurant', 'It', 'looks', 'like', 'an', 'old', 'gas', 'station', 'Probably', 'one', 'that', 'wasnt', 'even', 'in', 'business', 'or', 'maybe', 'not', 'even', 'open', 'since', 'there', 'a', 'no', 'pumps', 'But', 'they', 'are', 'According', 'to', 'reviews', 'theyve', 'been', 'open', 'for', 'at', 'least', 'a', 'couple', 'of', 'years', 'now', 'Interesting', 'Whatever', 'the', 'case', 'they', 'do', 'seem', 'to', 'have', 'a', 'dedicated', 'following', 'so', 'youll', 'want', 'to', 'get', 'there', 'somewhat', 'early', 'We', 'pulled', 'in', 'around', '5pm', 'and', 'the', 'place', 'was', 'a', 'ghost', 'town', 'By', '6', 'or', 'so', 'it', 'was', 'almost', 'full', 'Consider', 'yourself', 'warned', 'Service', 'was', 'good', 'all', 'around', 'from', 'the', 'start', 'to', 'the', 'finish', 'Thats', 'definitely', 'their', 'strong', 'suit', 'Unfortunately', 'the', 'food', 'doesnt', 'quite', 'live', 'up', 'to', 'the', 'homey', 'feel', 'of', 'the', 'restaurant', 'or', 'the', 'friendly', 'service', 'provided', 'We', 'started', 'on', 'the', 'venison', 'quesadilla', 'It', 'was', 'actually', 'really', 'good', 'Where', 'venison', 'can', 'sometimes', 'be', 'gamey', 'or', 'even', 'tough', 'here', 'it', 'worked', 'and', 'the', 'flavors', 'were', 'excellent', 'My', 'wife', 'who', 'doesnt', 'typically', 'like', 'venison', 'both', 'for', 'flavor', 'and', 'because', 'it', 'is', 'eating', 'Bambi', 'enjoyed', 'it', 'Though', 'not', 'enough', 'to', 'eat', 'her', 'entire', 'portion', 'so', 'I', 'was', 'able', 'to', 'finish', 'hers', 'Sweet', 'Then', 'she', 'had', 'a', 'salad', 'wedge', 'Ive', 'never', 'been', 'a', 'huge', 'fan', 'of', 'the', 'wedge', 'because', 'it', 'means', 'you', 'get', 'a', 'head', 'of', 'lettuce', 'and', 'cut', 'it', 'into', 'quarters', 'or', 'some', 'other', 'section', 'Come', 'on', 'chop', 'it', 'up', 'Wedges', 'are', 'a', 'cop', 'out', 'But', 'she', 'seemed', 'to', 'enjoy', 'it', 'For', 'dinner', 'she', 'had', 'a', 'flounder', 'sandwich', 'and', 'I', 'had', 'a', 'blackened', 'flounder', 'plate', 'with', 'grit', 'cake', 'She', 'enjoyed', 'the', 'sandwich', 'My', 'blackened', 'flounder', 'had', 'next', 'to', 'no', 'flavor', 'The', 'grit', 'cake', 'wasnt', 'bad', 'but', 'had', 'a', 'really', 'strange', 'consistency', 'Instead', 'of', 'being', 'a', 'cake', 'it', 'had', 'a', 'very', 'thick', 'outside', 'and', 'an', 'almost', 'runny', 'inside', 'Then', 'there', 'was', 'a', 'mixed', 'mess', 'of', 'veggies', 'on', 'the', 'plate', 'which', 'was', 'probably', 'the', 'best', 'thing', 'that', 'I', 'had', 'We', 'also', 'had', 'a', 'blueberry', 'cheesecake', 'thing', 'for', 'dessert', 'Not', 'bad', 'but', 'not', 'overly', 'impressive', 'Its', 'like', 'a', 'nobake', 'cheesecake', 'in', 'a', 'graham', 'cracker', 'pie', 'shell', 'Im', 'sure', 'their', 'ingredients', 'were', 'fresher', 'but', 'about', 'anyone', 'could', 'do', 'something', 'similar', 'in', 'their', 'kitchen', 'in', 'a', 'short', 'amount', 'of', 'time', 'Though', 'I', 'didnt', 'have', 'a', 'sandwich', 'Im', 'thinking', 'thats', 'the', 'strong', 'suit', 'here', 'Of', 'note', 'They', 'have', 'custompainted', 'cornhole', 'decks', 'out', 'front', 'with', 'the', 'initials', 'EEK', 'on', 'them', 'Im', 'wondering', 'if', 'they', 'were', 'done', 'by', 'Erin', 'K', 'who', 'has', 'the', 'eekyelpcom', 'domain', 'Erin', 'is', 'that', 'you', 'Sweet', 'Tea', 'Report', 'The', 'sweet', 'tea', 'was', 'nicely', 'sweet', 'and', 'quite', 'drinkable', 'and', 'served', 'in', 'glasses', 'that', 'looked', 'like', 'old', 'mason', 'jars', 'Cute']",1,2
238,"['Drivethru', 'employee', 'is', 'rude', 'and', 'didnt', 'get', 'my', 'order', 'right', 'even', 'though', 'I', 'repeated', 'it', 'to', 'him', 'at', 'the', 'window']",1,0
239,"['We', 'went', 'to', 'the', 'showroom', 'for', 'lighting', 'as', 'Ferguson', 'was', 'contracted', 'with', 'our', 'builder', 'to', 'do', 'the', 'lighting', 'Their', 'lighting', 'showroom', 'was', 'very', 'small', 'and', 'not', 'much', 'to', 'look', 'at', 'Very', 'little', 'selection', 'The', 'person', 'that', 'helped', 'us', 'really', 'had', 'the', 'attitude', 'that', 'we', 'were', 'taking', 'too', 'much', 'of', 'her', 'time', 'and', 'she', 'had', 'better', 'things', 'to', 'do', 'She', 'really', 'did', 'not', 'seem', 'interested', 'in', 'helping', 'us', 'We', 'did', 'however', 'figure', 'out', 'the', 'lighting', 'for', 'the', 'house', 'and', 'she', 'promised', 'us', 'a', 'quote', 'She', 'provided', 'the', 'quote', 'and', 'after', 'several', 'changes', 'and', 'a', 'new', 'quote', 'she', 'never', 'contacted', 'us', 'again', 'or', 'followed', 'up', 'with', 'us', 'to', 'see', 'if', 'we', 'were', 'interested', 'in', 'ordering', 'Please', 'also', 'note', 'that', 'she', 'was', 'helping', 'us', 'with', 'the', 'lighting', 'based', 'on', 'a', 'floor', 'plan', 'that', 'the', 'builder', 'had', 'provided', 'and', 'had', 'never', 'seen', 'the', 'model', 'home', 'at', 'all', 'After', 'meeting', 'with', 'her', 'we', 'decided', 'to', 'check', 'out', 'Lamps', 'Plus', 'The', 'manager', 'was', 'fantastic', 'She', 'came', 'to', 'our', 'house', 'helped', 'us', 'choose', 'our', 'lighting', 'and', 'was', 'with', 'us', 'until', 'everything', 'was', 'fully', 'installed', 'Having', 'said', 'that', 'had', 'we', 'gone', 'with', 'Ferguson', 'we', 'would', 'have', 'had', 'lighting', 'that', 'was', 'the', 'wrong', 'size', 'for', 'the', 'room', 'and', 'would', 'have', 'had', 'to', 'return', 'and', 'reorder', 'some', 'of', 'the', 'lighting', 'IF', 'they', 'had', 'taken', 'the', 'time', 'and', 'interest', 'in', 'coming', 'to', 'the', 'house', 'they', 'would', 'have', 'realized', 'the', 'measurements', 'They', 'lost', 'our', 'business', 'and', 'I', 'make', 'a', 'point', 'of', 'telling', 'everyone', 'building', 'in', 'our', 'community', 'of', 'their', 'poor', 'customer', 'service', 'and', 'give', 'big', 'recommendations', 'to', 'Lamps', 'Plus', 'Please', 'also', 'note', 'that', 'we', 'saved', 'several', 'thousand', 'dollars', 'by', 'not', 'using', 'Ferguson']",1,0
