,input_words,predicted_label,gold_label
197,"['If', 'youve', 'ever', 'driven', 'by', 'High', 'Park', 'on', 'Bloor', 'street', 'seen', 'the', 'streetlevel', 'sign', 'that', 'advertises', '3', 'dollar', 'breakfast', 'and', 'considered', 'stopping', 'in', 'to', 'check', 'it', 'out', 'youre', 'probably', 'lucky', 'you', 'didnt', 'Sure', 'I', 'know', 'the', 'breakfast', 'is', 'only', '3', 'dollars', 'so', 'I', 'probably', 'shouldnt', 'be', 'hard', 'on', 'it', 'but', 'regardless', 'of', 'price', 'Id', 'still', 'like', 'my', 'meal', 'to', 'be', 'served', 'hot', 'and', 'be', 'put', 'together', 'with', 'some', 'level', 'of', 'care', 'and', 'attention', 'This', 'is', 'a', 'pretty', 'mediocre', 'breakfast', 'here', 'a', 'slice', 'of', 'warm', 'ham', 'a', 'strip', 'of', 'old', 'bacon', 'browned', 'toast', 'overundercooked', 'eggs', 'leftover', 'potatoes', 'breakfast', 'served', 'here', 'is', 'lessthanspectacular', 'and', 'the', 'service', 'staff', 'doesnt', 'seem', 'to', 'care', 'if', 'you', 'complain', 'about', 'it', 'Im', 'sure', 'theyve', 'heard', 'it', 'all', 'countless', 'times', 'before', 'All', 'of', 'this', 'of', 'course', 'is', 'served', 'in', 'one', 'Torontos', 'prized', 'possessions', 'High', 'Park', 'If', 'it', 'wasnt', 'for', 'the', 'location', 'I', 'certainly', 'would', 'have', 'given', 'them', '1', 'star', 'In', 'fact', 'it', 'wasnt', 'for', 'the', 'location', 'I', 'probably', 'wouldnt', 'have', 'eaten', 'there', 'at', 'all', 'And', 'in', 'some', 'strange', 'way', 'I', 'almost', 'wish', 'I', 'didnt', 'eat', 'there', 'That', 'way', 'the', 'ad', 'on', 'Bloor', 'street', 'could', 'have', 'remained', 'some', 'mystical', 'promise', 'of', 'a', 'tasty', 'hot', 'and', 'friendlyserved', 'breakfast', 'somewhere', 'in', 'the', 'heart', 'of', 'High', 'Park']",1,1
198,"['Ive', 'been', 'going', 'to', 'Jacksons', 'for', 'several', 'years', 'In', 'fact', 'I', 'signed', 'up', 'for', 'their', 'monthly', 'program', 'which', 'is', 'a', 'sham', '2', 'since', 'their', 'work', 'is', 'crappy', 'I', 'even', 'was', 'tipping', 'the', 'cleaners', 'at', 'the', 'beginning', 'and', 'well', 'at', 'the', 'end', 'Every', 'time', 'I', 'go', 'there', 'I', 'have', 'to', 'ask', 'them', 'to', 'redo', 'something', 'The', 'last', 'time', 'I', 'was', 'there', 'I', 'paid', '25', 'extra', 'for', 'interior', 'dressing', 'and', 'some', 'other', 'special', 'services', 'they', 'did', 'nothing', 'they', 'never', 'called', 'me', 'back', 'they', 'never', 'did', 'anything', 'worst', 'place', 'to', 'have', 'your', 'car', 'washed', 'I', 'would', 'not', 'recommend', 'them', 'at', 'all', 'and', 'all', 'I', 'ever', 'do', 'is', 'try', 'to', 'hammer', 'you', 'for', 'more', 'expensive', 'services', 'and', 'they', 'dont', 'have', 'any', 'guys', 'that', 'can', 'do', 'the', 'cleaning', 'properly']",0,0
199,"['Service', 'was', 'awful', 'The', 'food', 'was', 'ok', 'I', 'ordered', 'their', 'Italian', 'hoagie', 'which', 'was', 'probably', 'my', 'first', 'mistake', 'because', 'they', 'are', 'known', 'for', 'their', 'cheesesteak', 'I', 'noticed', 'I', 'had', 'been', 'waiting', 'for', '15', 'minutes', 'so', 'I', 'started', 'looking', 'to', 'see', 'where', 'they', 'were', 'with', 'my', 'order', 'My', 'sandwich', 'was', 'sitting', 'in', 'the', 'back', 'while', 'some', 'employee', 'wandered', 'around', 'that', 'was', 'supposed', 'to', 'be', 'making', 'it', 'talking', 'about', 'hitting', 'on', 'some', 'girl', 'and', 'getting', 'her', 'name', 'wrong', '10', 'more', 'minutes', 'went', 'by', 'so', 'I', 'asked', 'where', 'my', 'sandwich', 'was', 'at', 'the', 'counter', 'and', 'it', 'had', 'been', 'ready', 'to', 'go', 'but', 'left', 'it', 'sitting', 'back', 'there', 'The', 'guy', 'who', 'made', 'it', 'asked', 'me', 'if', 'I', 'wanted', 'anything', 'extra', 'in', 'apology', 'but', 'I', 'just', 'said', 'no', 'thanks', 'and', 'left', 'The', 'sandwich', 'kind', 'of', 'sucked', 'It', 'was', 'average', 'at', 'best', 'and', 'absolutely', 'not', 'worth', 'the', '30min', 'wait']",1,1
200,"['Very', 'upset', 'with', 'my', 'experience', 'here', 'today', 'I', 'walked', 'in', 'for', 'a', 'soda', 'with', 'my', '3', 'year', 'old', 'daughter', 'and', 'was', 'immediately', 'approached', 'by', 'the', 'older', 'woman', 'who', 'wears', 'her', 'hair', 'in', 'a', 'ponytail', 'forgot', 'to', 'get', 'her', 'name', 'but', 'she', 'is', 'there', 'often', 'and', 'berated', 'for', 'stealing', 'somebodys', 'gas', 'on', '40815', 'I', 'told', 'her', 'I', 'absolutely', 'did', 'NOT', 'and', 'I', 'can', 'tell', 'her', 'exactly', 'what', 'happened', 'On', 'that', 'day', 'I', 'drove', 'up', 'to', 'the', 'pump', 'and', 'immediately', 'noticed', 'there', 'was', 'already', 'somebodys', 'info', 'on', 'there', 'and', 'the', 'screen', 'already', 'said', 'to', 'remove', 'nozzle', 'and', 'choose', 'gas', 'so', 'I', 'pressed', 'CANCEL', 'and', 'MADE', 'sure', 'the', 'screen', 'had', 'the', 'welcome', 'screen', 'before', 'proceeding', 'to', 'swipe', 'my', 'debit', 'card', 'enter', 'my', 'pin', 'and', 'start', 'pumping', 'The', 'pump', 'stopped', 'me', 'at', '1166', 'and', 'a', 'man', 'came', 'out', 'of', 'the', 'station', 'telling', 'me', 'they', 'had', 'put', 'his', 'gas', 'on', 'my', 'pump', 'I', 'KNEW', 'I', 'hadnt', 'used', 'his', 'money', 'because', 'I', 'had', 'obviously', 'just', 'swiped', 'my', 'card', 'and', 'entered', 'my', 'info', 'so', 'I', 'then', 'left', 'When', 'I', 'came', 'in', 'today', '41515', 'and', 'was', 'approached', 'rudely', 'by', 'this', 'employee', 'I', 'brought', 'up', 'the', 'charge', 'on', 'my', 'account', 'on', 'my', 'phone', 'and', 'showed', 'it', 'to', 'her', 'and', 'another', 'employee', 'PROVING', 'that', 'I', 'had', 'paid', 'for', 'that', '1166', 'worth', 'of', 'gas', 'She', 'still', 'didnt', 'believe', 'me', 'I', 'frequent', 'this', 'gas', 'station', 'at', 'least', 'a', 'few', 'times', 'a', 'week', 'but', 'I', 'think', 'I', 'am', 'done', 'going', 'here', 'and', 'will', 'go', 'to', 'QT', 'or', 'Frys', 'down', 'the', 'street', 'Her', 'attitude', 'should', 'have', 'ended', 'when', 'I', 'showed', 'her', 'the', 'charge', 'on', 'my', 'bank', 'account', 'but', 'she', 'continued', 'to', 'be', 'rude', 'NOT', 'A', 'HAPPY', 'CUSTOMER', 'Although', 'I', 'have', 'never', 'had', 'any', 'problem', 'with', 'any', 'other', 'employee', 'but', 'this', 'woman', 'She', 'is', 'never', 'cheery', 'or', 'friendly', 'ever', 'Youre', 'in', 'customer', 'service', 'be', 'friendly', 'sometimes']",1,1
201,"['In', 'the', 'past', 'two', 'years', 'this', 'place', 'has', 'really', 'gone', 'down', 'hill', 'The', 'service', 'is', 'horrible', 'absolutely', 'terrible', 'The', 'food', 'takes', 'a', 'long', 'time', 'to', 'come', 'out', 'the', 'waiters', 'do', 'not', 'refill', 'drinks', 'and', 'the', 'food', 'is', 'overpriced', 'I', 'would', 'not', 'recommend', 'this', 'place', 'at', 'all']",1,1
202,"['One', 'of', 'my', 'dreams', 'was', 'to', 'experience', 'the', 'taste', 'of', 'true', 'Wagyu', 'ribeye', 'beef', 'directly', 'imported', 'from', 'Japan', 'Well', 'I', 'did', 'and', 'to', 'be', 'honest', 'it', 'wasnt', 'all', 'that', 'I', 'anticipated', 'to', 'be', 'especially', 'for', '6oz', 'and', '180', 'First', 'off', 'the', 'steak', 'was', 'served', 'in', '2', 'pieces', '1', 'piece', 'was', '3', 'oz', 'and', 'supposedly', 'a', 'section', 'of', 'the', 'ribeye', 'and', 'the', 'other', '3', 'oz', 'piece', 'was', 'the', 'fat', 'cap', 'I', 'was', 'skeptical', 'about', 'the', 'fact', 'that', 'a', 'chef', 'would', 'serve', 'such', 'a', 'delicate', 'piece', 'of', 'meat', 'decomposed', 'into', '2', 'parts', 'especially', 'one', 'of', 'that', 'quality', 'in', 'this', 'case', 'it', 'was', 'supposedly', 'grade', 'A5', 'Nevertheless', 'I', 'went', 'with', 'the', 'flow', 'In', 'my', 'opinion', '1', 'of', 'the', '2', 'pieces', 'of', 'beef', 'was', 'not', 'Wagyu', 'ribeye', 'but', 'rather', 'some', 'other', 'cut', 'of', 'beef', 'The', 'fat', 'ratio', 'was', 'not', 'present', 'and', 'the', '3oz', 'ribeye', 'was', 'not', 'tender', 'The', 'fat', 'cap', 'piece', 'was', 'indeed', 'Wagyu', 'quality', 'which', 'I', 'thoroughly', 'enjoyed', 'but', 'the', 'ribeye', 'portion', 'was', 'not', 'I', 'was', 'disappointed', 'but', 'I', 'didnt', 'let', 'that', 'ruin', 'my', 'experience', 'The', 'service', 'was', 'fantastic', 'the', 'best', 'I', 'ever', 'had', 'Both', 'waiters', 'were', 'attentive', 'and', 'very', 'knowledgeable', 'The', 'reason', 'why', 'I', 'am', 'giving', 'this', '2', 'stars', 'regardless', 'of', 'the', 'poor', 'food', 'quality', 'is', 'the', 'following', 'as', 'my', 'friend', 'and', 'I', 'reviewed', 'our', '528', 'bill', 'for', 'the', 'evening', 'I', 'noticed', 'a', 'random', '2', 'charge', 'listed', 'as', 'a', 'Sauce', 'I', 'did', 'ask', 'the', 'server', 'to', 'bring', 'me', 'a', 'side', 'of', 'the', 'House', 'sauce', 'but', 'didnt', 'expect', 'he', 'would', 'charge', 'me', 'for', 'it', 'Not', 'a', 'big', 'deal', 'I', 'can', 'afford', '2', 'its', 'the', 'principle', 'that', 'counts', 'When', 'I', 'asked', 'him', 'about', 'it', 'and', 'told', 'him', 'that', 'I', 'think', 'it', 'was', 'kind', 'of', 'ridiculous', 'that', 'I', 'am', 'being', 'charged', 'an', 'extra', '2', 'for', 'the', 'house', 'steak', 'sauce', 'the', 'comment', 'was', 'thats', 'absolutely', 'right', '2', 'for', 'the', 'sauce', 'With', 'that', 'said', 'I', 'graciously', 'paid', 'my', 'bill', 'thanked', 'my', 'server', 'for', 'the', 'wonderful', 'experience', 'and', 'reduced', 'his', 'tip', 'from', '20', 'to', '15']",1,1
203,"['Horrible', 'company', 'They', 'screw', 'up', 'your', 'escrow', 'lie', 'to', 'you', 'for', 'you', 'to', 'keep', 'paying', 'PMI', 'they', 'charge', 'to', 'make', 'a', 'payment', 'online', 'and', 'their', 'staff', 'is', 'rude', 'Go', 'elsewhere', 'If', 'you', 'go', 'through', 'with', 'a', 'hime', 'loan', 'through', 'them', 'be', 'prepared', 'for', 'poor', 'customer', 'service']",0,0
204,"['Meh', 'I', 'think', 'this', 'place', 'is', 'a', 'little', 'overrated', 'I', 'looked', 'this', 'place', 'up', 'on', 'Yelp', 'and', 'came', 'here', 'solo', 'since', 'my', 'bf', 'was', 'playing', 'poker', 'I', 'dont', 'mind', 'eating', 'by', 'myself', 'This', 'place', 'is', 'located', 'in', 'the', 'Quad', 'and', 'you', 'had', 'to', 'take', 'an', 'escalator', 'there', 'I', 'waited', 'in', 'this', 'line', 'right', 'outside', 'the', 'door', 'for', 'a', 'good', '2', 'minutes', 'before', 'somebody', 'told', 'me', 'that', 'this', 'was', 'the', 'line', 'for', 'the', 'bar', 'The', 'people', 'in', 'front', 'of', 'me', 'and', 'behind', 'me', 'thought', 'they', 'were', 'waiting', 'to', 'put', 'their', 'name', 'down', 'too', 'The', 'hostess', 'stand', 'is', 'actually', 'further', 'and', 'right', 'in', 'front', 'of', 'the', 'restaurant', 'not', 'at', 'the', 'doors', 'entering', 'the', 'restaurant', 'Lame', 'So', 'it', 'was', 'super', 'fast', 'putting', 'my', 'name', 'down', 'but', 'I', 'told', 'them', 'once', 'a', 'seat', 'opened', 'up', 'at', 'the', 'bar', 'Id', 'probably', 'sit', 'there', 'He', 'told', 'me', 'itd', 'be', 'a', '40', 'minute', 'wait', 'on', 'a', 'Saturday', 'at10AMI', 'looked', 'around', 'and', 'people', 'seemed', 'to', 'be', 'ordering', 'the', 'chicken', 'and', 'waffles', 'but', 'that', 'seemed', 'like', 'too', 'big', 'of', 'a', 'meal', 'for', 'me', 'It', 'took', 'me', 'around', '30ish', 'minutes', 'for', 'a', 'seat', 'to', 'open', 'up', 'at', 'the', 'bar', 'Then', 'like', '4', 'freaking', 'seats', 'opened', 'up', 'after', 'me', 'and', 'nobody', 'sat', 'down', 'ugh', 'I', 'wanted', 'waffles', 'though', 'so', 'I', 'ordered', 'the', 'combo', 'which', 'came', 'with', 'pancakes', 'but', 'you', 'could', 'upgrade', 'to', 'a', 'waffle', 'for', 'a', 'buck', 'I', 'also', 'ordered', 'a', 'bloody', 'mary', 'So', 'after', 'I', 'order', 'they', 'come', 'out', 'with', 'chicken', 'and', 'waffles', 'They', 'messed', 'up', 'on', 'my', 'one', 'order', 'so', 'that', 'super', 'sucked', 'The', 'bartender', 'admitted', 'it', 'and', 'asked', 'if', 'I', 'wanted', 'another', 'bloody', 'mary', 'and', 'itd', 'be', 'on', 'her', 'since', 'they', 'messed', 'up', 'but', 'I', 'declined', 'since', 'Id', 'be', 'too', 'blasted', 'walking', 'back', 'to', 'my', 'hotel', 'The', 'bloody', 'mary', 'was', 'really', 'good', 'but', 'the', 'food', 'was', 'just', 'like', 'not', 'good', 'The', 'waffle', 'looked', 'nice', 'and', 'big', 'and', 'fluffy', 'but', 'it', 'was', 'lukewarm', 'and', 'soggy', 'The', 'eggs', 'were', 'eggs', 'and', 'the', 'bacon', 'was', 'a', 'little', 'chewy', 'I', 'think', 'restaurants', 'like', 'this', 'should', 'at', 'least', 'have', 'basics', 'down', 'For', 'the', 'wait', 'and', 'the', 'food', 'I', 'wouldnt', 'come', 'back', 'here', 'again']",1,1
205,"['Short', 'of', 'expectations', 'Although', 'Jule', 'had', 'great', 'ambience', 'seating', 'and', 'wifi', 'access', 'they', 'had', 'a', 'strange', 'minimum', 'charge', 'of', '5', 'per', 'person', 'rule', 'Menu', 'was', 'mostly', 'drinkswhere', 'they', 'didnt', 'even', 'list', 'what', 'the', 'drink', 'would', 'consist', 'of', 'like', 'many', 'other', 'cafes', 'do', 'On', 'the', 'bright', 'side', 'they', 'did', 'place', 'one', 'of', 'their', 'menus', 'outside', 'so', 'passerbys', 'could', 'take', 'a', 'look', 'before', 'entering', 'Music', 'was', 'pretty', 'dated', 'They', 'played', 'Fuck', 'You', 'by', 'Lily', 'Allen', 'I', 'ordered', 'the', 'deep', 'fried', 'squid', 'tentacles', 'which', 'was', 'pretty', 'good', 'although', 'the', 'portion', 'was', 'a', 'bit', 'small', 'for', 'its', 'price', 'Crispy', 'but', 'overly', 'oily', 'My', 'companion', 'ordered', 'their', 'coffeeId', 'rather', 'get', 'coffee', 'from', 'Tims', 'Not', 'worth', 'its', 'price', 'Overall', 'I', 'would', 'not', 'come', 'back', 'Everything', 'is', 'pricey', 'and', 'I', 'would', 'not', 'pay', 'the', 'extra', 'dollar', 'for', 'nice', 'ambience']",1,1
206,"['Used', 'to', 'be', 'very', 'good', 'and', 'well', 'run', 'but', 'recently', 'theyve', 'downsized', 'their', 'serving', 'sizes', 'Try', 'taco', 'tontos', 'and', 'get', 'more', 'bang', 'for', 'your', 'buck']",1,1
207,"['Woefully', 'understaffed', 'and', 'unprofessional', 'Doctor', 'barely', 'examined', 'our', 'son', 'recommended', 'OTC', 'meds', 'and', 'sent', 'us', 'on', 'our', 'way', 'with', 'terrible', 'medical', 'advice', 'Our', 'son', 'clearly', 'has', 'some', 'sort', 'of', 'infection', 'but', 'he', 'said', 'we', 'only', 'need', 'to', 'seriously', 'worry', 'about', 'his', 'fever', 'if', 'it', 'goes', 'above', '105°', 'lol', 'Seems', 'like', 'a', 'great', 'place', 'if', 'you', 'need', 'an', 'antibiotic', 'or', 'if', 'you', 'have', 'some', 'extra', 'cash', 'and', 'a', 'few', 'hours', 'to', 'burn', 'Otherwise', 'look', 'elsewhere']",0,0
208,"['Drinks', 'were', 'lame', 'even', 'with', 'extra', 'pour', 'Burger', 'came', 'out', 'on', 'a', 'McDonalds', 'bun', 'and', 'chicken', 'tacos', 'tasted', 'like', 'they', 'were', 'in', 'the', 'fryer', '10mins', 'too', 'long', 'Bartender', 'was', 'nice', 'and', 'it', 'was', 'in', 'my', 'terminal']",1,1
209,"['Friendly', 'staff', 'Very', 'Unremarkable', 'beer', 'Ive', 'tried', 'all', 'the', 'beers', 'returning', '3', 'dif', 'times', 'Too', 'many', 'beers', 'and', 'too', 'little', 'time', 'to', 'keep', 'coming', 'back', 'here']",1,1
210,"['good', 'view', 'the', 'presentation', 'of', 'the', 'food', 'is', 'great', 'but', 'it', 'didnt', 'taste', 'as', 'good', 'as', 'it', 'looked', 'i', 'ordered', 'a', 'quesadilla', 'because', 'there', 'wasnt', 'many', 'options', 'as', 'a', 'classic', 'Mexican', 'restaurant', 'But', 'i', 'dont', 'recommend', 'ordering', 'the', 'quesadilla', 'its', 'a', 'pretty', 'simple', 'dish', 'but', 'they', 'found', 'a', 'way', 'to', 'mess', 'it', 'up', 'the', 'cheese', 'was', 'a', 'bit', 'odd', 'and', 'the', 'frijoles', 'and', 'arroz', 'was', 'very', 'bland', 'no', 'flavor', 'what', 'so', 'ever', 'The', 'pico', 'de', 'gallo', 'had', 'some', 'flavor', 'also', 'you', 'have', 'to', 'pay', 'for', 'your', 'chips', 'and', 'salsa', 'here', 'but', 'at', 'a', 'traditional', 'Mexican', 'restaurant', 'its', 'not', 'common', 'where', 'you', 'pay', 'for', 'the', 'chips', 'and', 'salsa']",1,1
211,"['I', 'dont', 'really', 'understand', 'the', 'high', 'reviews', 'Has', 'Kent', 'lost', 'all', 'their', 'taste', 'buds', 'We', 'are', 'a', 'college', 'town', 'but', 'you', 'can', 'get', 'better', 'food', 'than', 'this', 'at', 'lower', 'prices', 'The', 'food', 'is', 'mediocre', 'at', 'best', 'and', 'the', 'salsa', 'bar', 'very', 'lacking']",1,1
212,"['This', 'place', 'was', 'a', 'disappointment', 'overall', 'Ive', 'eaten', 'at', 'lots', 'of', 'Brazilian', 'Churrascaria', 'restaurants', 'and', 'this', 'one', 'by', 'far', 'was', 'my', 'worst', 'experience', 'We', 'found', 'this', 'restaurant', 'through', 'advertisement', 'of', 'a', 'timeshare', 'and', 'were', 'given', 'free', 'tickets', 'for', 'dinner', 'Upon', 'arrival', 'they', 'were', 'pretty', 'busy', 'but', 'none', 'the', 'less', 'we', 'were', 'seated', 'pretty', 'quickly', 'within', 'about', '5', 'mins', 'so', 'that', 'was', 'great', 'However', 'once', 'we', 'were', 'seated', 'we', 'noticed', 'all', '4', 'glasses', 'on', 'table', 'were', 'nasty', 'as', 'if', 'they', 'hadnt', 'been', 'washed', 'We', 'immediately', 'asked', 'for', 'new', 'glasses', 'and', 'pointed', 'out', 'a', 'lipstick', 'stain', 'on', 'one', 'of', 'the', 'glasses', 'We', 'were', 'told', 'it', 'was', 'because', 'the', 'cups', 'were', 'plastic', 'and', 'hard', 'to', 'clean', 'She', 'returned', 'about', '5', 'mins', 'later', 'with', '2', 'actual', 'glasses', 'this', 'time', 'which', 'were', 'again', 'dirty', 'We', 'just', 'took', 'them', 'and', 'decided', 'to', 'wait', 'for', 'waiter', 'After', 'waiting', 'about', '1015', 'mins', 'our', 'waiter', 'finally', 'made', 'it', 'So', 'we', 'asked', 'again', 'about', 'getting', 'some', 'clean', 'cups', 'or', 'glasses', 'to', 'drink', 'out', 'of', 'he', 'wasnt', 'apologetic', 'at', 'all', 'about', 'the', 'dirty', 'glasses', 'and', 'still', 'poured', 'water', 'into', 'the', 'dirty', 'glasses', 'as', 'if', 'we', 'would', 'still', 'drink', 'it', 'after', 'we', 'had', 'asked', 'for', 'clean', 'glasses', 'so', 'I', 'reminded', 'him', 'they', 'were', 'nasty', 'We', 'presented', 'the', 'tickets', 'and', 'he', 'explained', 'that', 'we', 'would', 'need', 'to', 'pay', 'additional', '10', 'each', 'to', 'get', 'the', 'entire', 'salad', 'bar', 'and', 'all', 'the', 'meat', 'service', 'So', 'we', 'agreed', 'because', 'we', 'wanted', 'to', 'get', 'the', 'total', 'experience', 'as', 'well', 'I', 'ordered', 'a', 'spritethat', 'never', 'came', 'The', 'salad', 'bar', 'was', 'subpar', 'some', 'items', 'were', 'out', 'and', 'there', 'were', 'not', 'very', 'many', 'to', 'start', 'with', 'The', 'salad', 'area', 'is', 'very', 'small', 'and', 'crowded', 'and', 'as', 'soon', 'as', 'we', 'arrived', 'at', 'the', 'bar', 'there', 'were', 'angry', 'customers', 'addressing', 'the', 'manager', 'about', 'the', 'poor', 'selection', 'and', 'some', 'items', 'being', 'out', 'for', 'over', '45', 'mins', 'The', 'manager', 'apologized', 'to', 'the', 'people', 'complaining', 'and', 'said', 'they', 'had', 'a', 'few', 'new', 'trainees', 'in', 'the', 'kitchen', 'and', 'they', 'couldnt', 'keep', 'up', 'with', 'the', 'crowd', 'that', 'night', 'We', 'returned', 'to', 'our', 'seats', 'and', 'the', 'meat', 'service', 'started', 'They', 'seemed', 'to', 'mostly', 'only', 'have', 'sirloin', 'steak', 'and', 'a', 'roast', 'like', 'cut', 'of', 'beef', 'we', 'asked', 'about', 'filet', 'mignon', 'and', 'we', 'were', 'told', 'they', 'didnt', 'have', 'it', 'The', 'also', 'had', 'a', 'grilled', 'ham', 'chicken', 'lamb', 'and', 'other', 'pork', 'items', 'We', 'asked', 'for', 'our', 'meat', 'to', 'be', 'medium', 'well', 'so', 'we', 'were', 'served', 'our', 'meat', 'on', 'a', 'saucer', 'they', 'brought', 'from', 'the', 'back', 'with', 'about', '3', 'thinly', 'sliced', 'pieces', 'of', 'meat', 'instead', 'of', 'it', 'being', 'carved', 'at', 'the', 'table', 'Pros', 'of', 'the', 'visit', 'were', 'the', 'sautéed', 'mushrooms', 'on', 'the', 'salad', 'bar', 'the', 'grilled', 'pineapples', 'which', 'were', 'delicious', 'and', 'the', 'meat', 'servers', 'Cons', 'everything', 'else', 'about', 'the', 'visit', 'If', 'offered', 'this', 'for', 'sitting', 'at', 'a', 'timeshare', 'please', 'run', 'away', 'because', 'its', 'definitely', 'not', 'worth', 'your', 'time']",1,1
213,"['I', 'used', 'to', 'really', 'like', 'this', 'place', 'but', 'this', 'time', 'not', 'so', 'much', 'The', 'burger', 'had', 'an', 'iodine', 'taste', 'that', 'Is', 'still', 'lingering', 'as', 'I', 'am', 'typing', 'this', 'Service', 'was', 'good', 'and', 'I', 'still', 'like', 'the', 'look', 'of', 'the', 'place', 'but', 'that', 'taste']",1,1
214,"['I', 'didnt', 'like', 'it', 'Yes', 'it', 'was', 'cheap', 'but', 'the', 'massage', 'style', 'was', 'too', 'rough', 'for', 'me', 'I', 'prefer', 'the', 'Swedish', 'from', 'massage', 'envy', 'Save', 'your', 'money', 'and', 'treat', 'yourself', 'right']",1,1
215,"['I', 'wish', 'they', 'used', 'unsweetened', 'coconut', 'or', 'almond', 'milk', 'in', 'their', 'drinks', 'but', 'they', 'dont', 'I', 'order', 'my', 'drinks', 'sugar', 'free', 'and', 'this', 'ruins', 'it', 'The', 'drink', 'is', 'way', 'too', 'sweet', 'and', 'then', 'you', 'get', 'a', 'sugar', 'crash', 'They', 'upped', 'the', 'price', 'of', 'their', 'large', 'to', '8', 'No', 'thanks', 'Coffee', 'is', 'just', 'ok', 'as', 'evidenced', 'by', 'the', 'lack', 'of', 'a', 'line', 'The', 'price', 'was', 'the', 'deal', 'breaker']",1,1
216,"['Ive', 'had', 'a', 'very', 'rough', 'yr', 'after', 'first', 'a', 'hysterectomy', 'then', 'a', 'mesh', 'sling', 'released', 'with', 'another', 'dr', 'I', 'decided', 'to', 'see', 'Dr', 'Byrne', 'prefer', 'a', 'female', 'dr', 'wondering', 'if', 'something', 'had', 'gone', 'wrong', 'after', 'my', 'surgery', 'since', 'both', 'surgeries', 'were', 'supposed', 'to', 'address', 'the', 'recurrent', 'UTIs', 'After', 'my', 'initial', 'consult', 'w', 'Dr', 'Byrne', 'I', 'was', 'scheduled', 'for', 'a', 'cystocopy', 'Meanwhile', 'I', 'got', 'my', '8th', 'UTI', 'this', 'year', 'prior', 'to', 'the', 'scheduled', 'procedure', 'Im', '66', 'and', 'no', 'dummy', 'I', 'did', 'my', 'research', 'and', 'had', 'more', 'questions', 'Anytime', 'I', 'am', 'scoped', 'or', 'catheterized', 'it', 'results', 'in', 'another', 'UTI', 'I', 'called', 'ahead', 'to', 'discuss', 'with', 'office', 'mgr', 'that', 'I', 'did', 'not', 'want', 'to', 'be', 'scoped', 'that', 'instead', 'I', 'preferred', 'time', 'with', 'Dr', 'Byrne', 'since', 'I', 'had', 'many', 'more', 'questions', 'I', 'arrived', 'prepared', 'with', 'a', 'printed', 'chronological', 'synopsis', 'I', 'told', 'her', 'my', 'concerns', 'about', 'being', 'on', 'antibiotics', 'so', 'frequently', 'ie', 'building', 'up', 'a', 'resistance', 'She', 'directs', 'me', 'to', 'look', 'at', 'the', 'computer', 'screen', 'to', 'see', 'the', 'science', 'the', 'numbers', 'from', 'the', 'labs', 'and', 'which', 'antibiotic', 'I', 'should', 'take', 'yada', 'yada', 'Ive', 'been', 'down', 'this', 'road', 'many', 'many', 'times', 'before', 'She', 'had', 'a', 'total', 'disregard', 'from', 'my', 'concern', 'I', 'discussed', 'my', 'fear', 'of', 'being', 'scoped', 'again', 'and', 'getting', 'another', 'UTI', 'She', 'told', 'me', 'that', 'I', 'need', 'to', 'figure', 'out', 'which', 'doctor', 'is', 'going', 'to', 'treat', 'me', 'That', 'was', 'because', 'I', 'had', 'told', 'her', 'I', 'had', 'seen', 'a', 'gynecologist', 'I', 'had', 'my', 'list', 'of', 'questions', 'out', 'and', 'she', 'totally', 'shut', 'me', 'down', 'talked', 'down', 'to', 'me', 'like', 'I', 'was', 'a', 'child', 'She', 'explained', 'to', 'me', 'that', 'she', 'was', 'a', 'urologist', 'and', 'a', 'urologist', 'does', 'yada', 'yada', 'Did', 'she', 'think', 'I', 'was', 'a', 'stupid', 'She', 'said', 'I', 'had', 'to', 'have', 'the', 'cystocopy', 'before', 'she', 'could', 'proceed', 'I', 'may', 'have', 'been', 'willing', 'to', 'reschedule', 'it', 'if', 'she', 'had', 'been', 'patient', 'enough', 'to', 'allow', 'me', 'to', 'ask', 'my', 'questions', 'Here', 'I', 'had', 'opened', 'up', 'by', 'soul', 'with', 'my', 'concerns', 'and', 'fears', 'It', 'brought', 'tears', 'to', 'my', 'eyes', 'because', 'I', 'am', 'so', 'frustrated', 'with', 'this', 'yearlong', 'saga', 'of', 'utis', 'She', 'appeared', 'robotic', 'unconcerned', 'rushing', 'me', 'out', 'to', 'the', 'front', 'desk', 'disappearing', 'quickly', 'She', 'has', 'one', 'of', 'the', 'worst', 'bedside', 'manners', 'I', 'have', 'ever', 'experienced', 'I', 'got', 'to', 'the', 'desk', 'and', 'was', 'asked', 'when', 'would', 'you', 'like', 'to', 'schedule', 'the', 'I', 'left', 'there', 'in', 'TOTAL', 'FRUSTRATION']",0,0
217,"['crowded', 'dark', 'disorganized', 'awful', 'This', 'is', 'probably', 'a', 'treasure', 'trove', 'for', 'people', 'in', 'the', 'know', 'so', 'Im', 'going', 'to', 'suggest', 'that', 'it', 'is', 'not', 'for', 'the', 'faint', 'of', 'heart', 'or', 'the', 'dabbler', 'If', 'you', 'are', 'a', 'really', 'committed', 'creator', 'of', 'its', 'probably', 'worth', 'getting', 'to', 'know', 'the', 'place', 'and', 'developing', 'a', 'relationship', 'with', 'the', 'propietors']",1,1
